ean,desc_sku,store,status,price_brl,found_name,message
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Farmácias São João,Success,24.99,Escova Dental Colgate Slimsoft Black 2 Unidades,
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Drogaria Catarinense,Success,21.24,Escova Dental Colgate Slim Soft Carvão 2 Unidades,
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Farmácia Indiana,Success,26.99,Escova Dental Colgate Slim Black Cerdas Ultrafinas 2 Unidades,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogaria São Paulo,Success,14.59,Pasta de Dente Infantil Colgate Minions Bubble Fruit 100g,
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Drogaria Venancio,Success,18.99,Escova Dental Colgate Slim Soft Black 2 Unidades,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Pague Menos,Success,16.99,Creme Dental Infantil Colgate Smiles Minions Sabor Bubble Fruit 100g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogarias Pacheco,Success,15.59,Pasta de Dente Infantil Colgate Minions Bubble Fruit 100g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogal,Success,15.55,Gel Dental Infantil Colgate Smiles Minions 100g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogaria Venancio,Success,14.49,Gel Dental Colgate Smiles Minions 100g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogaria Catarinense,Success,15.89,Creme Dental Infantil Colgate Minions Bubble Fruit 100g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Farmácia Indiana,Success,18.99,Gel Dental Kids Smiles Minions Colgate Infantil Anti-cáries 100g,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogaria São Paulo,Success,26.49,Escova de Dente Colgate Slim Soft Black 3 Unidades,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Farmácias São João,Success,18.99,Creme Dental Colgate Kids Minions 100g,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogarias Pacheco,Success,23.99,Escova de Dente Colgate Slim Soft Black 3 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Pague Menos,Success,24.99,Escova Dental Colgate Slim Soft Black Infusão de Carvão Cerdas Ultrafinas Macias 3 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Farmácias São João,Success,35.99,Escova Dental Colgate Slimsoft Black 3 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogal,Success,21.19,Escova Dental Colgate Slim Soft Black Macia 3 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogaria Venancio,Success,23.99,Escova Dental Colgate Slim Soft Black 3 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogaria Catarinense,Success,28.86,Escova Dental Colgate Slim Soft Carvão 3 Unidades,
7509546060781,CREME DENTAL COLGATE COLGATE BABY SEM FLUOR 50g SINGLE,Droga Raia,Success,23.69,Gel Dental Colgate Baby Primeiros Dentinhos Sem Flúor 3-24 Meses Fruta Suave 50g,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Farmácia Indiana,Success,33.24,Escova Dental Slim Soft Black Macia Colgate 3 Unidades,
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546061689,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 2UND BIPACK,Droga Raia,Success,18.98,Escova de Dente Colgate Slim Soft Black Macia com 2 unidades,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Droga Raia,Success,15.19,Creme Dental Infantil Colgate Smiles Minions Bubble Fruit 100g,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogaria São Paulo,Success,24.49,Escova de Dente Colgate ZigZag Carvão 4 Unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogarias Pacheco,Success,15.0,Escova de Dente Colgate ZigZag Carvão 4 Unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Drogasil,Success,26.49,Escova de Dente Colgate Slim Soft Black Macia - 3 unidades,
7509546074399,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 3UND TRIPACK,Droga Raia,Success,26.49,Escova de Dente Colgate Slim Soft Black Macia - 3 unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogaria Venancio,Success,20.79,Escova Dental Colgate Zig Zag Carvão 4 Unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Pague Menos,Success,23.99,Escova Dental Colgate Zig Zag com Carvão Ativado Cerdas Médias Cores Sortidas 4 Unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogaria Catarinense,Success,26.23,Escova Dental Colgate Zigzag Carvão 4 Unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogal,Success,25.49,Escova Dental Colgate ZigZag Carvão 4 Unidades,
7509546060781,CREME DENTAL COLGATE COLGATE BABY SEM FLUOR 50g SINGLE,Drogasil,Success,23.69,Gel Dental Colgate Baby Primeiros Dentinhos Sem Flúor 3-24 Meses Fruta Suave 50g,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Farmácias São João,Success,32.99,Escova Dental Colgate Zig Zag Carvão 4 Unidades,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Farmácia Indiana,Success,23.89,Escova Dental Colgate Zig Zag Carvão Cerdas Macias 4 Unidades,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogaria São Paulo,Success,9.45,Creme Dental Carvão Ativado Dazzling Mint Colgate Luminous White 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogarias Pacheco,Success,9.45,Creme Dental Carvão Ativado Dazzling Mint Colgate Luminous White 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Pague Menos,Success,10.49,Creme Dental Colgate Luminous White Carvão Ativado Clareador 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Farmácias São João,Success,9.49,Creme Dental Clareador Colgate Luminous White Carvão Ativado 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogaria Catarinense,Success,8.9,Creme Dental Colgate Luminous White Carvão Ativado 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogal,Success,9.09,Creme Dental Clareador Colgate Luminous White Carvão Ativado 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogaria Venancio,Success,9.63,Creme Dental Colgate Lumious White Carvão Ativado 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Farmácia Indiana,Success,12.99,Creme Dental Clareador Carvão Ativado Colgate 70g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogaria São Paulo,Success,16.59,Pasta de Dente Colgate Total 12 Anti-Tártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Pague Menos,Success,15.49,Creme Dental Colgate Total Prevenção Ativa Anti Tártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogarias Pacheco,Success,16.79,Pasta de Dente Colgate Total 12 Anti-Tártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogaria Venancio,Success,17.49,Creme Dental Colgate Total Anti Tártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogal,Success,13.45,Creme Dental Colgate Total Antitártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogaria Catarinense,Success,17.58,Creme Dental Colgate Total Prevenção Ativa Antitártaro 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Farmácia Indiana,Success,16.69,Creme Dental Colgate Total 12 Anti Tártaro 140g,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Droga Raia,Success,24.49,Escova de Dente Colgate ZigZag Carvão 4 unidades,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogaria São Paulo,Success,16.59,Pasta de Dente Colgate Natural Extracts Citrus e Eucalipto 140g,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogarias Pacheco,Success,16.59,Pasta de Dente Colgate Natural Extracts Citrus e Eucalipto 140g,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Pague Menos,Success,16.49,Creme Dental Colgate Natural Extracts Defesa Reforçada Sabor Citrus e Eucalipto 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Farmácias São João,Success,13.99,Creme Dental Colgate Total 12 Antitártaro 140g,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogal,Success,16.55,Gel Dental Colgate Natural Extracts 140g,
7509546080864,ESCOVA DENTAL COLGATE ZIG ZAG CARVAO 4UND FOURPACK,Drogasil,Success,24.49,Escova de Dente Colgate ZigZag Carvão 4 unidades,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogaria Catarinense,Not Found,,,"Product found, but no price available."
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogaria Venancio,Success,16.63,Creme Dental Colgate Citrus e Eucalipto 140g,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Farmácia Indiana,Success,19.94,Creme Dental Natural Extracts Defesa Reforçada Anti-Cárie Colgate 140g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Drogasil,Success,10.69,Creme Dental Colgate Luminous White Carvão Ativado 70g,
7509546651040,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g SINGLE,Droga Raia,Success,10.69,Creme Dental Colgate Luminous White Carvão Ativado 70g,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogaria São Paulo,Success,29.0,Escova de Dente Colgate Slim Soft Black 4 unidades,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogarias Pacheco,Success,28.7,Escova de Dente Colgate Slim Soft Black 4 unidades,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Farmácias São João,Not Found,,,"Product found, but no price available."
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Drogasil,Not Found,,,"Product found, but no price available."
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Pague Menos,Success,27.99,Escova Dental Colgate Slim Soft Black Infusão de Carvão Cerdas Macia 4 Unidades,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogal,Success,33.25,Escova Dental Colgate Slim Soft Black 4 Unidades,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogaria Venancio,Success,29.29,Escova Dental Colgate Slim Soft Black 4 Unidades,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Farmácias São João,Success,39.99,Escova Dental Colgate Slimsoft Black 4 Unidades,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Droga Raia,Success,16.59,Creme Dental Colgate Natural Extracts Defesa Reforçada Citrus e Eucalipto 140g,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogaria Catarinense,Success,33.11,Escova Dental Colgate Slim Soft Carvão 4 Unidades,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogarias Pacheco,Success,13.39,Pasta de Dente Colgate Luminous White Carvão Ativado 140g,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Farmácia Indiana,Success,32.39,Escova Dental Colgate Slim Soft Black 4 Unidades,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogaria São Paulo,Success,15.49,Pasta de Dente Colgate Luminous White Carvão Ativado 140g,
7509546657066,CREME DENTAL COLGATE NATURAL EXTRACTS DEFESA REFORCADA 140g SINGLE,Drogasil,Success,16.59,Creme Dental Colgate Natural Extracts Defesa Reforçada Citrus e Eucalipto 140g,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Pague Menos,Success,15.99,Creme Dental Colgate Luminous White Carvão Ativado Clareador 140g,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogal,Success,12.89,Creme Dental Clareador Colgate Luminous White Carvão Ativado 140g,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Farmácias São João,Success,19.99,Creme Dental Clareador Colgate Luminous White Carvão Ativado 140g,
7509546654027,CREME DENTAL COLGATE TOTAL ANTI TARTARO 140g SINGLE,Droga Raia,Success,15.11,Creme Dental Colgate Total Prevenção Ativa Antitártaro 140g,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogaria Catarinense,Success,17.14,Creme Dental Colgate Luminous White 140gr Carvao Ativo Especial,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogaria Venancio,Success,13.39,Creme Dental Colgate Luminous White Carvão Ativado 140g,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Farmácia Indiana,Success,15.19,Creme Dental Luminous White Carvão Ativado Colgate 140g,
7509546069593,CREME DENTAL COLGATE SMILES MINIONS 100g SINGLE,Drogasil,Success,15.19,Creme Dental Infantil Colgate Smiles Minions Bubble Fruit 100g,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogaria São Paulo,Success,16.99,Sabonete Líquido para o Corpo Palmolive Luminous Oils Sensação Refrescante 250ml,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Pague Menos,Success,13.99,Sabonete Líquido Para o Corpo Palmolive Luminous Oils Sensação Refrescante 250ml,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Droga Raia,Success,40.99,Escova Dental Colgate Slim Soft Black Com 4 Unidades,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogarias Pacheco,Success,15.59,Sabonete Líquido para o Corpo Palmolive Luminous Oils Sensação Refrescante 250ml,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Farmácias São João,Success,17.99,Sabonete Líquido Palmolive Oils Figo 250ml,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogaria Venancio,Success,13.09,Sabonete Líquido Palmolive Luminous Oils Figo e Orquídea Branca 250ml,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogal,Success,15.25,Sabonete Líquido para o Corpo Palmolive Luminous Oils Figo e Orquídea Branca 250ml,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogaria Catarinense,Success,14.66,Sabonete Líquido Palmolive Luminous Oils Figo E Orquídea Branca 250ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogaria São Paulo,Success,37.43,Enxaguante Bucal Colgate PerioGard Uso Diário Sem Álcool 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogarias Pacheco,Success,37.43,Enxaguante Bucal Colgate PerioGard Uso Diário Sem Álcool 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Pague Menos,Success,58.99,Enxaguante Bucal Colgate PerioGard Uso Diário Sem Álcool 500ml,
7509546657240,ESCOVA DENTAL COLGATE SLIM SOFT BLACK 4UND FOURPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogal,Success,52.89,Enxaguante Bucal Colgate Periogard Sem Álcool 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Farmácias São João,Success,51.99,Enxaguante Bucal Colgate PerioGard Uso Diário Sem Álcool 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogaria Venancio,Success,43.79,Exaguante Antisséptico Bucal Colgate Periogard Sem Álcool Uso Diário 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Farmácia Indiana,Success,40.29,Enxaguante Bucal PerioGard Gengiva Saudável Colgate 500ml,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogaria Catarinense,Success,66.99,Enxaguante Bucal Colgate Periogard Gengiva Saudável Hortelã 500ml,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Droga Raia,Success,15.49,Creme Dental Colgate Luminous White Carvão Ativado 140g,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Farmácia Indiana,Success,13.89,Sabonete Líquido Palmolive Luminous Oils Figo e Orquídea 250ml,
7509546665306,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 140g SINGLE,Drogasil,Success,15.59,Creme Dental Colgate Luminous White Carvão Ativado 140g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogaria São Paulo,Success,4.59,Sabonete em Barra Protex Baby Suave Glicerina Natural 85g,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Droga Raia,Success,14.09,Sabonete Líquido Palmolive Luminous Oil Figo e Orquídea Branca com 250ml,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogarias Pacheco,Success,4.59,Sabonete em Barra Protex Baby Suave Glicerina Natural 85g,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Droga Raia,Success,38.49,Enxaguante Antisséptico Bucal Colgate PerioGard Gengiva Saudável Sem Álcool 500ml,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Farmácias São João,Success,4.99,Sabonete Em Barra Para Bebê Protex Baby Glicerina Natural 85g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogal,Success,4.49,Sabonete Em Barra Protex Baby Glicerina Natural 85g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Pague Menos,Success,3.99,Sabonete Em Barra Para Bebê Protex Baby Glicerina Natural 85g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Droga Raia,Success,4.19,Sabonete em Barra Protex Baby Glicerina 85g,
7509546668758,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 500ml SINGLE,Drogasil,Not Found,,,"Product found, but no price available."
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogaria Venancio,Success,3.99,Sabonete Em Barra Protex Baby Glicerinado 85g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogaria Catarinense,Success,4.26,Sabonete Em Barra Protex Baby Glicerina Natural Suave 85g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogarias Pacheco,Success,17.79,Creme Dental Colgate PerioGard 60g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Drogasil,Success,4.19,Sabonete em Barra Protex Baby Glicerina 85g,
7509546665801,SABONETE LÍQUIDO PALMOLIVE LUMINOUS OILS FIGO E ORQUIDEA BRANCA 250g SINGLE,Drogasil,Success,14.09,Sabonete Líquido Palmolive Luminous Oil Figo e Orquídea Branca com 250ml,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogaria São Paulo,Success,17.79,Creme Dental Colgate PerioGard 60g,
7509546673226,SABONETES INFANTIL PROTEX PROTEX BABY GLICERINADO 85 SINGLE,Farmácia Indiana,Success,3.59,Sabonete em Barra Protex Baby Glicerina 85g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Farmácias São João,Success,22.99,Creme Dental Colgate Periogard 60g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Droga Raia,Not Found,,,"Product found, but no price available."
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogaria São Paulo,Success,19.29,Pasta de Dente Colgate Luminous White Glow Mint 70g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Pague Menos,Success,18.99,Creme Dental Colgate Periogard Gengiva Saudável 60g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogal,Success,19.39,Creme Dental Colgate Periogard Sabor Hortelã 60g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogaria Venancio,Success,17.79,Creme Dental Colgate Periogard 60g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogarias Pacheco,Success,17.49,Pasta de Dente Colgate Luminous White Glow Mint 70g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Pague Menos,Success,19.49,Creme Dental Colgate Luminous White Glow Clareador 70g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Farmácias São João,Success,22.99,Creme Dental Colgate Luminous White Glow 70g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogaria Catarinense,Success,17.99,Creme Dental Colgate Periogard 60gr Zinco Hortela,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Farmácia Indiana,Success,21.99,Creme Dental Colgate PerioGard Gengiva Saudável Hortelã 60g,
7509546675862,CREME DENTAL COLGATE GARD GENGIVA SAUDAVEL 60g SINGLE,Drogasil,Not Found,,,"Product found, but no price available."
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogal,Success,20.49,Creme Dental Clareador Colgate Luminous White Glow 70g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Droga Raia,Success,19.48,Creme Dental Colgate Luminous White Glow 70g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Farmácia Indiana,Success,24.99,Creme Dental Colgate Luminous White Clareador 70g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogarias Pacheco,Success,21.59,Pack Creme Dental Colgate Tripla Ação Menta 90g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogaria Venancio,Success,17.49,Creme Dental Colgate Luminous White Glow 70g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogaria Catarinense,Success,19.92,Creme Dental Colgate Luminous White Glow 70g,
